SalePrice,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
149315.311876449,1740,120,FV,64.0,3830,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,1,Unf,1,1726.0,1726,GasA,Ex,Y,SBrkr,1726,1,1,1726,1,1,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,2008,Fin,2.0,561.0,TA,TA,Y,1,254,1,1,1,1,Ex,MnWw,Othr,1,1,2009,New,Partial
139010.847766793,1741,120,FV,64.0,4217,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962,Unf,1,183.0,1145,GasA,Ex,Y,SBrkr,1256,1,1,1256,1,1,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2.0,641.0,TA,TA,Y,1,169,1,1,1,1,Ex,MnWw,Gar2,1,3,2009,WD,Normal
155412.151845447,1742,160,FV,34.0,2998,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507,Unf,1,249.0,756,GasA,Ex,Y,SBrkr,756,756,1,1512,1,1,2,1,2,1,Gd,4,Typ,1,Po,Detchd,2000,Unf,2.0,440.0,TA,TA,Y,1,32,1,1,1,1,Gd,MnPrv,Shed,1,8,2009,WD,Normal
171308.313985441,1743,160,FV,35.0,3768,Pave,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549,Unf,1,142.0,691,GasA,Ex,Y,SBrkr,713,739,1,1452,1,1,2,1,3,1,Gd,6,Typ,1,Po,Detchd,1999,Unf,2.0,506.0,TA,TA,Y,1,34,1,1,1,1,Ex,GdWo,Gar2,1,9,2009,WD,Normal
176220.543265638,1744,20,RL,62.0,14694,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,1252,ALQ,136,306.0,1694,GasA,Ex,Y,SBrkr,1694,1,1,1694,1,1,2,1,2,1,Ex,5,Typ,1,Gd,Attchd,1977,Fin,2.0,642.0,TA,TA,Y,501,120,1,225,1,1,Ex,MnPrv,Gar2,1,6,2009,WD,Normal
177643.434991809,1745,20,RL,110.0,15417,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,CompShg,BrkFace,BrkFace,BrkCmn,1.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,121,Unf,1,1619.0,1740,GasA,TA,Y,SBrkr,1740,1,1,1740,1,1,1,1,2,1,Gd,7,Typ,1,TA,Attchd,1981,RFn,2.0,540.0,TA,TA,Y,228,20,218,1,1,1,Ex,MnPrv,Shed,1,6,2009,WD,Normal
187222.653264601,1746,80,RL,80.0,9600,Pave,Pave,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,1,Unf,1,392.0,392,GasA,Ex,Y,SBrkr,1487,1012,1,2499,1,1,2,1,4,1,TA,5,Typ,1,Gd,Attchd,1976,Unf,2.0,527.0,TA,TA,Y,1,64,1,1,1,1,Ex,GdWo,Shed,1,1,2009,WD,Abnorml
185635.132083154,1747,60,RL,64.0,12732,Pave,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,BrkCmn,1.0,TA,TA,CBlock,TA,TA,Mn,GLQ,560,LwQ,42,150.0,752,GasA,TA,Y,SBrkr,1285,782,1,2067,1,1,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1974,RFn,2.0,784.0,TA,TA,Y,297,40,1,1,1,1,Ex,MnPrv,Othr,1,6,2009,WD,Normal
206492.534215854,1748,60,RL,80.0,10400,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,1,Unf,1,932.0,932,GasA,Gd,Y,SBrkr,1271,1369,1,2640,1,1,2,1,5,1,Gd,8,Typ,1,TA,Attchd,1967,RFn,2.0,515.0,TA,TA,Y,1,120,1,1,168,1,Ex,GdPrv,Othr,1,5,2009,WD,Normal
181681.021081956,1749,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553,Rec,147,588.0,1288,GasA,TA,Y,SBrkr,1336,1,1,1336,1,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1969,RFn,2.0,502.0,TA,TA,Y,312,11,1,1,1,1,Ex,GdPrv,Shed,650,8,2009,WD,Normal
180500.198072685,1750,20,RL,75.0,9000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955,Unf,1,261.0,1216,GasA,TA,Y,SBrkr,1216,1,1,1216,1,1,1,1,3,1,TA,5,Typ,1,TA,Attchd,1969,Unf,1.0,336.0,TA,TA,Y,1,1,1,1,1,1,Ex,MnPrv,Othr,1,8,2009,WD,Abnorml
206486.17086841,1751,60,RL,62.0,13774,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432,Unf,1,476.0,908,GasA,Ex,Y,SBrkr,1316,972,1,2288,1,1,1,2,4,1,Gd,8,Typ,2,TA,Attchd,1977,RFn,2.0,520.0,TA,TA,Y,321,72,1,1,156,1,Gd,GdWo,Othr,1,11,2009,WD,Normal
161334.301195429,1752,20,RL,62.0,7130,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkCmn,1.0,TA,TA,PConc,TA,TA,No,BLQ,648,Unf,1,216.0,864,GasA,TA,Y,SBrkr,864,1,1,864,1,1,1,1,2,1,TA,5,Typ,1,Ex,Attchd,1967,Fin,1.0,312.0,TA,TA,Y,1,1,1,1,1,1,Gd,GdPrv,Gar2,1,6,2009,WD,Normal
176156.558313965,1753,20,RL,80.0,9600,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkCmn,1.0,TA,TA,CBlock,TA,TA,No,Unf,1,Unf,1,1568.0,1568,GasA,TA,Y,SBrkr,1568,1,1,1568,1,1,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967,Unf,2.0,440.0,TA,TA,Y,160,40,1,1,1,1,Gd,MnPrv,Shed,1,3,2009,COD,Normal
191642.223478994,1754,60,RL,80.0,9600,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,ALQ,698,Unf,1,467.0,1165,GasA,Gd,Y,SBrkr,1165,896,1,2061,1,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974,RFn,2.0,498.0,TA,TA,Y,1,77,1,1,196,1,Ex,GdPrv,Gar2,1,5,2009,COD,Abnorml
191945.808027777,1755,85,RL,62.0,16500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962,Unf,1,270.0,1232,GasA,Fa,Y,SBrkr,1320,1,1,1320,1,1,2,1,3,1,TA,5,Typ,1,Gd,Attchd,1971,RFn,2.0,495.0,TA,TA,Y,1,20,1,1,1,1,Gd,MnWw,Gar2,1,5,2009,WD,Normal
164146.306037354,1756,20,RL,60.0,7436,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,BrkCmn,1.0,TA,TA,CBlock,TA,TA,No,ALQ,734,Unf,1,160.0,894,GasA,Gd,Y,SBrkr,894,1,1,894,1,1,1,1,2,1,TA,5,Typ,1,Po,Detchd,1988,Unf,2.0,396.0,TA,TA,Y,1,1,1,360,1,1,Gd,GdWo,Gar2,1,8,2009,WD,Normal
179883.057071096,1757,20,RL,65.0,8125,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Unf,1,461.0,864,GasA,Ex,Y,SBrkr,864,1,1,864,1,1,1,1,3,1,TA,5,Typ,1,Po,Detchd,1960,Unf,1.0,308.0,TA,TA,Y,1,1,1,1,1,1,Ex,GdPrv,Gar2,1,9,2009,WD,Normal
178071.137668844,1758,20,RL,62.0,9450,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,1,265.0,1040,GasA,TA,Y,SBrkr,1362,1,1,1362,1,1,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1982,RFn,3.0,768.0,TA,TA,Y,1,1,84,1,1,1,Gd,MnPrv,Othr,1,5,2009,WD,Normal
188241.637896875,1759,20,RL,62.0,13495,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625,LwQ,201,222.0,1048,GasA,Fa,Y,SBrkr,1728,1,1,1728,1,1,2,1,3,1,TA,7,Min1,1,Gd,Detchd,1956,Unf,2.0,576.0,TA,TA,Y,1,99,1,1,1,1,Gd,GdWo,Gar2,1,7,2009,WD,Normal
174559.656173171,1760,20,RL,85.0,9350,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217.0,TA,TA,CBlock,TA,TA,No,ALQ,310,BLQ,512,491.0,1313,GasA,TA,Y,SBrkr,1313,1,1,1313,1,1,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1961,RFn,2.0,610.0,TA,TA,Y,172,28,1,1,121,1,Gd,MnPrv,Gar2,1,2,2009,WD,Normal
182347.363042264,1761,20,RL,115.0,10500,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,Gd,CBlock,TA,TA,No,LwQ,998,Unf,1,294.0,1292,GasA,TA,Y,SBrkr,1292,1,1,1292,1,1,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1964,Unf,2.0,520.0,TA,TA,Y,1,32,1,1,92,1,Gd,MnPrv,Gar2,1,7,2009,COD,Abnorml
191507.251872857,1762,60,RL,62.0,8970,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,Stone,1.0,TA,Gd,CBlock,TA,TA,No,ALQ,388,Unf,1,356.0,744,GasA,TA,Y,SBrkr,825,1315,1,2140,1,1,2,1,4,1,TA,7,Typ,1,TA,Attchd,1965,Fin,2.0,549.0,TA,TA,Y,1,40,264,1,1,1,Gd,MnPrv,Gar2,1,6,2009,WD,Normal
199751.865597358,1763,80,RL,85.0,11475,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568,Unf,1,640.0,1208,GasA,Ex,Y,SBrkr,1576,1,1,1576,1,1,1,1,4,1,Gd,7,Typ,1,Po,BuiltIn,1961,Fin,2.0,368.0,TA,TA,Y,85,1,1,1,1,1,Gd,GdPrv,Othr,1,9,2009,WD,Normal
162106.416145131,1764,20,RL,68.0,9768,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,100,ALQ,247,613.0,960,GasA,Gd,Y,SBrkr,960,1,1,960,1,1,1,1,2,1,TA,5,Typ,1,Gd,Attchd,1955,RFn,1.0,330.0,TA,TA,Y,1,70,1,1,1,1,Gd,MnPrv,Shed,1,2,2009,WD,Normal
164575.982314367,1765,20,RL,90.0,9900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,Stone,1.0,Gd,TA,CBlock,TA,TA,No,Rec,1173,Unf,1,507.0,1680,GasA,TA,Y,SBrkr,1691,1,1,1691,1,1,1,1,2,1,TA,5,Typ,1,Ex,Attchd,1967,Unf,2.0,550.0,Gd,TA,Y,1,67,260,1,1,1,Ex,MnPrv,Gar2,1,4,2009,WD,Normal
179176.352180931,1766,20,RL,92.0,10573,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312,Unf,1,141.0,1453,GasA,Ex,Y,SBrkr,1453,1,1,1453,1,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1961,RFn,2.0,530.0,TA,TA,Y,1,49,1,1,288,1,Gd,GdPrv,Shed,1,4,2009,WD,Normal
177327.403857584,1767,20,RL,80.0,14695,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387,Unf,1,175.0,1562,GasA,Gd,Y,SBrkr,1567,1,1,1567,1,1,2,1,2,1,Gd,5,Typ,2,Gd,Attchd,1966,Unf,2.0,542.0,TA,TA,Y,1,110,1,1,342,1,Ex,GdWo,Shed,1,7,2009,WD,Normal
177818.083761781,1768,20,RL,73.0,8760,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,856,Unf,1,313.0,1169,GasA,TA,Y,SBrkr,1144,1,1,1144,1,1,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,1.0,286.0,TA,TA,Y,257,1,1,1,1,1,Gd,GdWo,Gar2,1,6,2009,WD,Normal
186965.204048443,1769,20,RL,64.0,12285,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544,Unf,1,785.0,1329,GasA,Gd,Y,SBrkr,1329,1,1,1329,1,1,1,1,3,1,TA,5,Typ,2,Gd,Attchd,1960,Unf,2.0,441.0,TA,TA,Y,1,1,203,1,1,1,Ex,GdPrv,Othr,1,8,2009,WD,Normal
178762.742169197,1770,20,RL,66.0,9240,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,BrkCmn,1.0,Gd,TA,CBlock,TA,TA,No,ALQ,708,Unf,1,280.0,988,GasA,TA,Y,SBrkr,988,1,1,988,1,1,2,1,3,1,Gd,6,Typ,1,Fa,Attchd,1959,Unf,1.0,297.0,TA,TA,Y,156,1,1,1,1,1,Ex,MnPrv,Gar2,1,6,2009,WD,Normal
183322.866146283,1771,20,RL,70.0,8750,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,Stone,1.0,TA,TA,CBlock,TA,TA,No,Rec,435,BLQ,202,565.0,1202,GasA,TA,Y,SBrkr,1202,1,1,1202,1,1,1,1,3,1,TA,6,Typ,1,Ex,Attchd,1956,RFn,1.0,304.0,TA,TA,Y,1,35,120,1,1,1,Gd,GdWo,Shed,1,11,2009,COD,Abnorml
178903.295931891,1772,20,RL,70.0,8750,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,172,LwQ,483,727.0,1382,GasA,Gd,Y,FuseA,1382,1,1,1382,1,1,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1955,Unf,1.0,350.0,TA,TA,Y,280,1,1,1,1,1,Ex,GdWo,Gar2,1,7,2009,WD,Normal
186570.129421778,1773,20,RL,80.0,10400,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1956,1956,Gable,CompShg,Plywood,Plywood,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,155,LwQ,750,295.0,1200,GasA,TA,Y,SBrkr,1200,1,1,1200,1,1,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1956,Unf,1.0,294.0,TA,TA,Y,1,189,140,1,1,1,Ex,MnWw,Othr,1,11,2009,WD,Family
199144.242829024,1774,90,RL,76.0,9482,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,TA,TA,PConc,TA,TA,No,Unf,1,Unf,1,1866.0,1866,GasA,Ex,Y,SBrkr,1866,1,1,1866,1,1,2,1,4,2,TA,8,Typ,1,Po,Detchd,1958,Unf,2.0,495.0,TA,Fa,Y,1,1,1,1,1,1,Ex,GdWo,Gar2,1,12,2009,WD,Normal
172154.713310956,1775,20,RL,53.0,8128,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490,Unf,1,572.0,1062,GasA,Gd,Y,SBrkr,1062,1,1,1062,1,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1954,Unf,1.0,297.0,TA,TA,Y,1,1,1,1,1,1,Gd,MnWw,Othr,1,2,2009,WD,Normal
177444.019201603,1776,20,RL,67.0,13070,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,Stone,1.0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,1,323.0,631,GasA,TA,Y,FuseA,1112,1,1,1112,1,1,1,1,2,1,TA,5,Typ,1,Fa,Basment,1951,Unf,2.0,480.0,TA,TA,Y,1,1,1,1,255,1,Gd,MnPrv,Othr,1,10,2009,WD,Normal
166200.938073485,1777,30,RL,80.0,8480,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,Stone,1.0,TA,Gd,CBlock,TA,TA,No,BLQ,700,Unf,1,93.0,793,GasA,TA,Y,SBrkr,793,1,1,793,1,1,1,1,2,1,Fa,4,Typ,1,Ex,Detchd,1945,Unf,1.0,240.0,TA,TA,Y,1,1,1,1,1,1,Ex,MnWw,Shed,1,8,2009,WD,Normal
158995.770555632,1778,20,RL,60.0,7626,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,Gd,TA,CBlock,TA,TA,No,GLQ,931,Unf,1,100.0,1031,GasA,Gd,Y,SBrkr,1031,1,1,1031,1,1,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1952,Unf,1.0,230.0,TA,TA,Y,1,1,1,1,1,1,Ex,MnPrv,Gar2,1,3,2009,WD,Normal
168273.282454755,1779,20,RL,75.0,9533,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,TA,TA,Slab,Fa,TA,Av,Unf,1,GLQ,1,1.0,1,GasA,TA,Y,FuseA,1210,1,1,1210,1,1,1,1,2,1,TA,7,Typ,1,Fa,Attchd,1953,Fin,1.0,616.0,TA,TA,Y,208,1,100,1,1,1,Gd,MnPrv,Othr,1,8,2009,ConLD,Normal
189680.453052788,1780,60,RL,78.0,11419,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,BrkCmn,1.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699,Unf,1,1.0,699,GasA,Ex,Y,FuseA,801,726,1,1527,1,1,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948,Unf,2.0,410.0,TA,TA,Y,1,1,134,1,1,1,Ex,GdWo,Othr,1,12,2009,WD,Normal
181681.021081956,1781,20,RL,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,BLQ,390,Unf,1,810.0,1200,GasA,TA,Y,SBrkr,1200,1,1,1200,1,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1950,Fin,1.0,246.0,TA,TA,Y,126,1,1,1,1,1,Ex,GdWo,Gar2,1,8,2009,WD,Normal
160277.142643643,1782,20,RL,53.0,5470,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,Stone,1.0,TA,TA,CBlock,TA,TA,No,Unf,1,Unf,1,792.0,792,GasA,Gd,Y,FuseA,792,1,1,792,1,1,1,1,2,1,TA,4,Typ,1,Ex,Attchd,1958,Unf,1.0,366.0,Fa,TA,Y,1,90,1,1,1,1,Gd,GdPrv,Othr,1,8,2009,WD,Normal
197318.54715833,1783,60,RL,60.0,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,Stone,1.0,TA,Gd,BrkTil,TA,TA,No,Unf,1,Unf,1,676.0,676,GasA,Ex,Y,SBrkr,676,676,1,1352,1,1,2,1,4,1,Gd,7,Typ,1,Fa,Detchd,1939,Unf,2.0,720.0,TA,TA,Y,187,1,128,1,1,1,Ex,GdPrv,Gar2,1,8,2009,WD,Normal
162228.935604196,1784,70,RL,80.0,8146,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,Stone,1.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,1,Unf,1,405.0,405,GasA,Gd,Y,SBrkr,717,322,1,1039,1,1,1,1,2,1,TA,6,Typ,1,TA,Detchd,1940,Unf,1.0,281.0,TA,TA,N,1,1,168,1,111,1,Gd,MnWw,Othr,1,5,2009,WD,Normal
187340.455456083,1785,30,RL,60.0,10230,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,Stone,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1,Unf,1,1054.0,1054,GasA,Ex,Y,SBrkr,1078,1,1,1078,1,1,1,1,3,1,Ex,6,Typ,1,TA,Detchd,1987,Unf,1.0,264.0,TA,TA,N,1,1,1,1,112,1,Gd,GdWo,Gar2,1,12,2009,WD,Normal
181065.347037275,1786,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,Stone,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1,Unf,1,1313.0,1313,GasA,TA,Y,SBrkr,1313,1,1064,2377,1,1,2,1,3,1,Gd,8,Min2,1,TA,Detchd,1954,Unf,2.0,528.0,TA,TA,Y,1,1,432,1,1,1,Gd,GdPrv,Othr,1,6,2009,WD,Normal
190233.609102705,1787,70,RL,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.0,Gd,Gd,PConc,TA,TA,No,Unf,1,Unf,1,560.0,560,GasA,Ex,Y,SBrkr,930,760,1,1690,1,1,2,1,4,1,Gd,5,Typ,1,Po,Detchd,2008,Unf,2.0,624.0,TA,TA,Y,1,1,112,1,1,1,Gd,GdWo,Shed,1,8,2009,WD,Normal
